Column 1,Column 2
双城乡铁锅炖羊肉（莱安逸境店）,4.3分394条评论 雁塔区唐延北路1号莱安逸境2F层人均￥86
膳当家黄焖鸡米饭（西安工业大学店）,4.6分2137条评论 未央区太华路西安工业大学东门苏席商业中心1楼1025号人均￥17
云尚咖啡茶语,3.9分505条评论 雁塔区朱雀大街19号南方星座D座二层人均￥57
同興福牛羊肉泡馍,4.5分669条评论 碑林区朱雀大街67号（交通银行对面）人均￥24
牛祥天下·中國蘭州牛肉拉麵泡馍（小寨店）,3.8分1477条评论 雁塔区兴善寺东街天佑医院隔壁（近安琪医院）人均￥17
金牌铜锅,4.4分199条评论 未央区凤城南路与文景路交叉口东北角人均￥30
生日饼屋,4.5分464条评论 蓝田县三十米路建设银行斜对面（自来水公司对面）人均￥15
有酸有辣,3.7分944条评论 雁塔区吉祥路吉祥小学2楼（比格比萨，吉祥小学）人均￥37
恒河印度餐厅,4.3分353条评论 雁塔区大雁塔南广场东南角3幢1单元10104室（蓝色莲花酒吧海底捞）人均￥57
黑面蔡（西市城购物中心店）,4.6分6295条评论 莲湖区劳动南路1号西市城购物中心3楼6F3107人均￥9
辣动时代自助小火锅（桃园路店）,4.2分672条评论 莲湖区桃园路街道桃园路附5号中国工商银行南50米（桃园路派出所）人均￥26
君富莱大酒店,4.1分945条评论 未央区北二环与文景路十字西南角（紧邻城北客运站）人均￥59
新概念文景酒楼,4.1分631条评论 未央区文景北路10号（文景路与凤城一路十字）西北角人均￥54
千花寿司（灞业大境店）,4.4分197条评论 灞桥区灞业大境西区商业街茶罢楼内人均￥38
歌思泊咖啡,4.4分1236条评论 碑林区长安北路118号中贸广场B区B-1-14室人均￥29
聚宾楼,4分1481条评论 雁塔区沣惠南路18号西格玛大厦人均￥60
东关吉祥腊汁肉夹馍（北关店）,3.8分2440条评论 新城区自强东路华茂商厦B座1层人均￥11
老城印象餐厅,4.3分1110条评论 莲湖区龙首南路1-7号（龙首村十字南100米路东向里50米）人均￥35
陈二毛肥牛火锅（东郊店）,4.1分934条评论 灞桥区半坡路155号（半坡博物馆对面）人均￥68
安旗西点,3.7分402条评论 周至县中心东街文体中心对面人均 -
李先生（西安火车站店）,4.5分1598条评论 新城区解放路181号人均￥22
大海子西府民俗村（高新店）,4.1分775条评论 雁塔区科技路1号紫薇龙腾新世界2楼人均￥45
京顺福涮锅,3.9分970条评论 碑林区东大街东二道巷招商银行旁（近阿房宫维景国际大酒店）人均￥46
嘉华鱼火锅,4.1分737条评论 长安区北长安街224号（嘉华商务酒店旁）人均￥35
孔乙己小馆（王府井百货店）,3.6分490条评论 碑林区南关正街88号西安王府井百货六层人均￥82
黄食福（唐都店）,4.6分957条评论 灞桥区新寺路唐都医院向西50米（恒泰宾馆一楼）人均￥41
晋味轩（万兴广场店）,4.4分1009条评论 灞桥区纺正街万兴广场三楼262号人均￥46
7石咕噜鱼 纸包鱼（郭杜东街店）,3.8分480条评论 长安区长安县郭杜镇郭杜东街樱花西苑1-106（郭杜医院，郭杜街办斜对面）人均￥62
蒂芙妮蛋糕,4.4分140条评论 未央区南玉丰村啤酒广场旁边人均 -
雲盖茶（汉神购物广场店）,4.4分3725条评论 未央区凤城八路与文景路交叉口西南角汉神购物广场5层人均￥17
国人川菜（高新店）,3.9分338条评论 高新区高新路南段86号领先时代广场A座3楼（近旺座现代城）人均￥48
秦州锅贴馆（建国路店）,4.7分563条评论 碑林区东十道巷9号东侧人均￥19
鸭掌门特色火锅（周至店）,3.3分995条评论 周至县农商街城隍庙向西20米路南人均￥31
怡香秦豆皮涮牛肚（立丰国际店）,3.7分4935条评论 碑林区东二环路立丰国际6楼人均￥50
康美澄城水盆羊肉,3.8分401条评论 灞桥区浐灞大道浐灞半岛A15-17号底商10101号（浐灞商务中心）人均￥24
川渝人家（时尚店）,4.3分500条评论 雁塔区电子正街118号（汉唐足浴南行20米）人均￥49
七婆串串香火锅（李家堡店）,4.4分259条评论 灞桥区米秦北路李家堡商业街万家和购物广场西门楼（原酒十路店）人均￥37
花旗蛋糕,4.7分164条评论 高陵区西安文卫路98号（高陵县人民医院斜对面）人均 -
川味轩（八府庄店）,3.9分727条评论 新城区东元西路八府庄小区门面房（元丰怡家小区对面）人均￥25
西岸人文咖啡馆,4.6分230条评论 蓝田县蓝新路南段宏辉城市坐标商业楼二楼人均￥36
国力仁和川菜（李家村店）,4分1697条评论 碑林区李家村万达广场北侧煤研大厦二楼人均￥51
康利来烘焙,4.1分633条评论 高陵区东方红东路与西韩街交叉口西160米路南人均￥27
紫鑫阁饭庄（长安店）,4.1分387条评论 长安区广场西路19号人均￥81
花之林人文茶馆私房菜（凤城八路店）,4.7分1219条评论 未央区凤城八路与文景路十字交叉口向西200米人均￥57
鸿福川菜鱼,4分144条评论 长安区潏河路广天苑小区南大门以东向西排列第八户门面房人均￥30
青都里·司厨（大唐通易坊店）,4.1分1096条评论 雁塔区西安曲江新区雁塔西路大唐通易坊2号人均￥131
70年代土灶台餐厅（阎良旗舰店）,4.2分220条评论 阎良区前进西路飞天厨具北50米人均￥40
新元海鲜粥城（西稍门店）,4.5分1109条评论 莲湖区劳动南路老机场锦园路东口人均￥62
李想大虾火锅花园,4.5分2770条评论 阎良区大良路东段航苑小区17区东门对面（蜀味轩串串香隔壁）人均￥48
逸果（万和城购物中心店）,4.3分1615条评论 新城区胡家庙十字西北角长缨西路1号万和城购物中心6楼（胡家庙万和城六楼逸果饮品店）人均￥10
老北京涮锅,4.3分191条评论 莲湖区东举院巷13号（贡院门小学向北10米）人均￥50
天朗森柏大酒店,3.7分474条评论 雁塔区丈八北路380号（科技路与丈八北路十字西南角）人均￥86
喵cafe·猫咪咖啡（含光店）,4.6分133条评论 莲湖区冰窖巷20号（冰窖火锅东30m对面）人均￥27
新鲜空间蛋糕,4.5分593条评论 雁塔区科技二路甘家寨新村东3排29号楼3单元人均￥60
宗江小阁宴贵宾楼（贵宾楼）,3.8分80条评论 新城区咸宁中路313号付1号人均￥58
DAIYA黛雅原装进口蛋糕（高新店）,5分1440条评论 雁塔区高新路16号临街商铺202室（丽华科技大厦旁边）人均￥129
荒岛咖啡厅,4.9分327条评论 碑林区雁塔北路李家村万达广场一栋一单元822室（地铁A口）人均￥28
青都里日本料理（东二环店）,4.1分1528条评论 碑林区东二环南段1号粤好海皇酒店5楼（东二环南段路西）人均￥104
美蛙耗儿鱼天天小厨（长乐公园店）,4.7分230条评论 碑林区金花北路39号景观路就掌灯三佰幅商业街1F107号人均￥58
味道私语（红旗小区店）,3.9分455条评论 阎良区研飞巷红旗小区红旗酒楼1楼人均￥30
味品轩西饼屋（西北大学店）,4.6分333条评论 碑林区友谊西路与太白北路十字东北角人均￥50
韶山村湖南土菜馆,3.8分213条评论 长安区长兴北路与韦曲北街交叉口西行110米路北人均￥27
赵记腊汁肉店（凤华路店）,4.5分2997条评论 未央区凤华路中段文景观园底商人均￥15
民俗百家姓饭店,3.8分642条评论 灞桥区纺二路与纺织城正街交叉口东北角人均￥43
丽都名人食府,4分1439条评论 雁塔区科技路西口向北200米（丽都商务酒店1楼）人均￥52
名典咖啡语茶（长安店）,3.7分593条评论 长安区西长安街钼都大厦裙楼2-3层（近西长安街）人均￥56
壹家韩品（中贸广场店）,4.4分1051条评论 碑林区中贸广场15号楼1层人均￥28
大秦老碗搅团（大秦店）,4.9分364条评论 未央区天台路大秦七十二坊东排1-2号人均￥53
清真华宇开锅羊肉,4.8分569条评论 未央区凤城五路与明光路十字西南角刘家村社区A楼2F人均￥67
澄吉轩澄城老孙水盆羊肉（光华路店）,4.4分823条评论 雁塔区光华路东段（太白南路光华路十字东100米）人均￥25
迈德思客（子午镇店）,3.8分579条评论 长安区子午北街子午万家超市门口人均￥17
锅总裁傻得冒·冒菜,4.1分1814条评论 灞桥区纺织正街与纺六路十字西北角人均￥25
重庆鸡公煲（盛世商都店）,4.3分271条评论 长安区西北政法大学西门对面盛世商都负一层（面向中国航天504研究所）人均￥31
三味渔府（红庙坡店）,4.6分494条评论 莲湖区星火路14号海纳汉唐御府小区商铺四楼（老城根向南100米路西）人均￥84
迈德思客（思源学院店）,4.2分94条评论 灞桥区敏行路思源学院综合楼1楼（篮球场西侧）人均￥14
真爱骊山之大秦小宴,4.4分854条评论 临潼区凤凰大道15号（近西安至临潼高速临潼出口）人均￥115
玖味香煎饼屋（交大店）,4.2分459条评论 碑林区友谊东路8号（交大南门向东200米路南）人均￥35
百代鸡（北大街秋林店）,4.3分1045条评论 新城区新北大街167号西安秋林宏业商厦1层人均￥22
澄城水盆羊肉,3.8分733条评论 雁塔区含光路南段美院向北100米路西（近罗家寨村）人均￥25
鮮芋仙（新世界百货店）,4.2分797条评论 莲湖区北大街1号（近地铁2号线钟楼站A口出口）人均￥28
大自在火锅（三桥店）,4.4分1138条评论 未央区三桥和平村十字西南角伯乐城市广场6层人均￥82
70年代土灶台,3.9分334条评论 临潼区万年路与体育路十字交汇处东北角人均￥30
骊山十三花民俗餐厅,4.5分206条评论 临潼区108国道骊山新家园广场窑洞群人均￥61
米旗（科技路西口店）,3.7分589条评论 雁塔区科技路西口华润万家对面（近肯德基）人均￥22
田味记秘制花甲,4.9分916条评论 碑林区振兴路爱菊厨房旁人均￥20
辣人张传奇菌香大盘鸡大盆骨（建章路总店）,4.4分1180条评论 未央区三桥建章路民航学院向北200米路西北双凤村对面人均￥25
阿庆驴肉馆,4.3分96条评论 未央区凤城四路东段雅荷四季城北门CS10103号人均￥63
LJ重庆鸡公煲,4.3分392条评论 长安区西安电子科技大学长安校区北门人均￥25
千福聚北京果木烤鸭（三桥店）,4.2分1157条评论 未央区三桥安置新村6排1栋3号（三桥地铁站B口西行500米）人均￥17
绿梦（金花路理工大店）,4.2分3918条评论 新城区东二环路西安理工大学东门斜对面人均￥20
客满堂石锅鱼,3.9分1091条评论 临潼区东三岔秦陵北路维也纳国际酒店旁人均￥30
花之林人文茶馆私房菜（高新店）,4.4分1093条评论 雁塔区庄严巷高新路86号人均￥54
老跳跳水鱼· 馋嘴蛙,3.6分3046条评论 莲湖区老机场巷丰庆苑小区斜对面人均￥83
麟州香铁锅炖羊肉•地道陕北菜,3.9分90条评论 雁塔区北池头一路曲江海洋世界北100米（中国银行旁）人均￥95
子午路张记（立丰国际店）,4.3分1535条评论 碑林区金花南路58号立丰国际6楼人均￥20
星宇轩酒楼,4.2分73条评论 未央区凤华路文景观园16号原丽轩大酒店门店（近明光路）人均￥30
龙城韩式烧烤,4.9分1221条评论 雁塔区电子一路98号（石油大学后街）人均￥59
红堡REDFORT（大唐西市总店）,4.9分254条评论 莲湖区劳动南路大唐西市118号丝绸之路风情街红堡印度区（中影国际影城楼下，英伦时光咖啡，杏记甜品）人均￥63
澳门德兴海鲜火锅（华融店）,3.9分598条评论 碑林区南二环西段21号华融国际商务大厦四层人均￥112
子午路张记·米饭铺子（边家村店）,3.9分1117条评论 碑林区太白路188号人均￥15
知一咖啡馆（南大学城店）,4.3分225条评论 长安区西长安街919号万科生活广场B座1层人均￥44
小木屋蛋糕坊,4.4分131条评论 长安区幸驾坡村281号（近西京小北门）人均 -
君泽邑茶庄,4.2分181条评论 雁塔区太白南路与电子二路西口十字天桥对面（西安文理学院东门）人均￥50
（火）叁宝烤肉（含光路店）,4.3分255条评论 碑林区友谊西路与含光路十字北50米路西强氏喜阿婆隔壁人均￥49
辣动时代自助小火锅（工农路店）,3.9分430条评论 莲湖区工农路3号（工农路小学向南10米）人均￥31
方欣红霓·欧华堂中餐厅,4.6分323条评论 莲湖区大兴东路88号人均￥59
懒小萌三汁养生焖锅,4.8分2542条评论 莲湖区丰禾路鑫苑大都汇商场四楼人均￥63
宗江大酒楼,4.1分127条评论 雁塔区电子四路二〇五所社区对面人均￥60
百代鸡（新东尚店）,3.9分856条评论 新城区韩森路新东尚西区4号楼1层人均￥20
马记擀面皮,4.9分437条评论 雁塔区长安南路外国语院门口人均￥6
陈府汉中菜（铁通商务店）,4.7分1067条评论 雁塔区南二环西段98号铁通商务酒店2楼（太白立交旁）人均￥56
迈德思客（余下店）,3.5分332条评论 鄠邑区中心南街61号秦丰棉织厂南20米人均￥16
唐筵酒肆,4.3分128条评论 雁塔区唐延路25号银河产业科技园1楼（近科技三路）人均￥67
吉美诺手感烘焙,4.4分638条评论 新城区幸福北路11号门面人均￥38
祥丰饺子馆,4.4分457条评论 未央区浐灞大道A15区18号楼10201商铺人均￥17
斯威特蛋糕,5分984条评论 阎良区文化东路与公园街交叉口向西50米路南人均￥20
川渝人家（木子园店）,4.3分263条评论 新城区建工路中段9号人均￥49
蘑菇爱上饭（科技四路店）,4.1分129条评论 雁塔区科技四路南窑头西区69排4号人均￥18
毛师傅新疆椒麻鸡（大唐西市店）,4.9分112条评论 莲湖区大唐西市西市北路加油站对面老机场便民市场内人均￥35
大鼓米线（西安万和城DM店）,4分1863条评论 新城区长樱东路与金花路交叉口（华东万和城五层）人均￥30
艾米DIY蛋糕店,4.9分256条评论 莲湖区永新路15号新都花园3号楼一单元9楼E户（近龙首村）人均￥58
四云奶盖贡茶（凯德广场店）,4.6分2683条评论 雁塔区南二环朱雀路转盘西南凯德广场负1层（近凯德广场西门，Tata）人均￥14
兰蒂雪（李家村店）,4.5分144条评论 碑林区雁塔路中段13号（建筑科技大学内自强大道）人均￥9
宽塘·蛙哥虾妹（万和城店）,4.2分1723条评论 新城区长缨西路胡家庙十字华东万和城5楼人均￥67
广信猪骨煲·猪肚鸡（万和城购物中心店）,4.9分1280条评论 新城区胡家庙十字西北角长缨西路1号万和城购物中心4楼北头人均￥66
桑娅军农家乐,5分32条评论 长安区上王村古镇东三街115号人均￥40
雷师傅大灶台,4.7分95条评论 灞桥区新筑街道十字路口向西50米（新合税务所对面）人均￥38
乡党臊子面（丰庆公园店）,4.9分3817条评论 莲湖区桃园南路丰庆公园东北角（丰庆宫酒店院内）人均￥30
核桃树餐厅（春秋舍设计师酒店）,4.9分135条评论 灞桥区纺西路238号半坡国际艺术区内春秋舍设计师酒店一层（近半坡地铁站）人均￥50
鹿港小镇（赛格国际店）,3.5分2587条评论 雁塔区长安路123号赛格国际购物中心7楼人均￥73
福亭日式拉面,4.9分226条评论 碑林区李家村万达一栋二单元29层2904室（近小憩驿站酒店）人均￥28
海升酒店国食天香中餐厅,4.9分389条评论 雁塔区高新区沣惠南路34号（近西安工业科技学院）人均￥95
晋运胡子大盘鸡拌面,4.2分209条评论 灞桥区弘知路与敏行路交叉口向南38米人均￥20
盛夏光年蛋糕理想国,5分472条评论 鄠邑区人民路冠沣国际北门口人均￥9
众家灯火煎饼·家常菜（省体育场店）,4.4分1830条评论 碑林区长安北路省体育场东门北侧体育用品广场二层人均￥34
辣呦（南二环店）,4.6分1736条评论 碑林区南二环路246号人均￥49
伯爵工房（响塘路店）,4.9分1159条评论 雁塔区科技路与丈八北路十字东北角（华润万家超市西门1203）人均￥43
怡景小厨,4.6分670条评论 莲湖区怡景花园酒店7楼人均￥42
红天下地摊鱼火锅·黄食福（咸宁东路店）,4.3分313条评论 灞桥区咸宁东路429号（近揽月楼）人均￥46
富森中国菜,4.1分252条评论 碑林区东大街菊花园9号富森城市酒店1楼（东大街西安饭庄、中国银行路口）人均￥44
渔歌·活鱼现烤（西市城购物中心店）,4.1分5936条评论 莲湖区劳动南路1号西市城购物中心3楼人均￥49
金三顺紫菜包饭（万和城店）,4.1分1938条评论 新城区长缨西路万和城负二层4F-230人均￥19
思香特西点屋,4.5分363条评论 高陵区东方红路110号外贸商城对面（宏博小区隔壁）人均￥30
鑫和炝锅鱼（大寨路店）,3.8分2139条评论 雁塔区大寨路与丈八北路交叉口东南角新乐城商铺二楼人均￥43
重庆四座火锅,4分460条评论 新城区兴庆北路219号4幢3层20301号人均￥79
永阳坊艺术餐厅,4.8分168条评论 雁塔区太白南路与丈八东路交叉口西北角高山流水·和城6幢人均￥80
小阿妹米线（南门店）,4.6分1882条评论 碑林区仁义路宏信国际花园西门旁人均￥20
草根擀面（高新六路北口店）,4.7分2880条评论 雁塔区科技路米罗蓝山西南角（靠近进家门）人均￥16
鸿瑞餐厅,4.3分99条评论 雁塔区唐延路与丈八东路交叉口东北角山西省妇女儿童活动中心院内人均￥65
雕刻时光咖啡馆（师大路店）,4.6分267条评论 雁塔区雁塔路师大路41号（二楼西侧）人均￥45
那家土灶（二分店）,4.7分126条评论 长安区210国道沣峪口紫薇山庄斜对面人均￥71
清真·老义烤肉（明德门店）,4分490条评论 雁塔区明德西路10号新天地小区前排人均￥36
外婆印象（交大店）,4.3分1951条评论 碑林区兴庆路159号常春藤花园商业街E–1–1（常春藤花园南区北门口）人均￥40
吉米屋,4.6分184条评论 灞桥区狄寨街道思源商业街人均￥30
小滇锅过桥米线（西市城购物中心店）,4.3分3161条评论 莲湖区劳动南路1号西市城购物中心B1楼人均￥24
ZOO COFFEE（曼蒂广场店）,3.9分306条评论 雁塔区雁南一路9号曼蒂广场2层（大唐不夜城新乐汇民生百货东侧）人均￥35
荷花餐饮,4.1分1830条评论 莲湖区含光门里甜水井街101号（甜水井十字东南角）人均￥40
姥家大锅台,4.6分272条评论 雁塔区天坛西路丁字路口向南150（秦湘宴旁）人均￥53
香八度西饼店（现代学院店）,4.5分269条评论 长安区西北大学现代学院内（大学生超市隔壁）人均￥19
外婆印象（含光店）,4.4分1911条评论 碑林区含光北路23号九锦台北区3楼人均￥48
清真大城小味旋转火锅,4.7分2430条评论 莲湖区西大街大学习巷37号（石家包子旁边）人均￥31
九点咖啡（咸宁西路店）,4.9分125条评论 碑林区咸宁西路29号咸宁国际广场1单元1901（兴庆宫公园南门向西500米路北尊良口腔旁）人均￥25
锦记老铜锅（玉祥门店）,4.9分1338条评论 莲湖区西北一路136号（广仁寺对面）人均￥67
火狼大盘鸡,4.8分1582条评论 莲湖区丰登路与团结东路丁字口向东50米路南人均￥33
萤初炉端烧（高新四路店）,4.6分233条评论 雁塔区高新四路中段朗臣大厦1楼长安银行内人均￥122
白记重庆鸡公煲麻辣香锅,4分113条评论 长安区陕西师范大学书香广场一楼人均￥25
赛拉维（太白印象城店）,4.4分681条评论 碑林区太白北路太白印象城一楼人均￥32
塞纳河法国餐厅（唐延路店）,4.5分905条评论 雁塔区唐延路北段59号唐延鑫苑3号楼1幢人均￥254
蜀石文化火锅店,4.5分882条评论 阎良区迎宾北路北段路西（华盛宫酒店隔壁）人均￥63
静品轩蛋糕,4.2分104条评论 长安区滦镇东街综合市场中国移动旁（田园牧歌KTV斜对面）人均 -
万德福蛋糕,4.4分92条评论 高陵区泾渭路杨官寨菜市场后第三条街店门路东人均￥15
玲珑雪蒸饺,4.4分878条评论 临潼区东关街52号（东关街与人民东路交叉口南行100米）人均￥40
中国重庆老版火锅（建西店）,4.1分2860条评论 碑林区建西街138号人均￥76
旺客基黄焖鸡米饭（西大街店）,4分378条评论 莲湖区西安市莲湖区夏家十字小区柴家十字商业用房10号楼10120号人均￥17
大家烤羊庄（长安店）,4.5分81条评论 长安区滦镇上王村东五街（近环山路沣峪口转盘往东1.5公里）人均￥111
粥王府,4.1分3841条评论 莲湖区西关正街83号（西门外西行100米路北）人均￥47
皇品聚葫芦头,4.7分445条评论 雁塔区东仪路202号四十六中北隔壁人均￥30
香辣土豆片夹馍,4.9分2208条评论 莲湖区龙首北路龙首原十字东南角人人乐超市负一层潮尚美食广场内人均￥6
威尔佳酒店秦粤轩餐厅,4.9分160条评论 未央区朱宏路888号（鸵鸟王大厦向北50米路东）人均￥42
上座火锅（曲江店）,4.4分338条评论 雁塔区芙蓉南路芙蓉新天地3号楼4层（大唐芙蓉园南门对面）人均￥96
瑞成名仕酒店（丈八东路旗舰店）,4.5分53条评论 雁塔区丈八东路与东仪路十字西南角（近521医院）人均￥161
京御煌三汁焖锅（赛格国际店）,4.5分11743条评论 雁塔区长安中路123号赛格国际购物中心7层（与小寨东路交叉口东北角）人均￥72
外婆印象（西五路店）,4.3分489条评论 新城区西五路81号（省老干部活动中心一楼）人均￥43
回坊人家（自强西路店）,4.4分331条评论 莲湖区自强西路359号回坊人家（自强西路）人均￥29
Mercado Gran Cafe梅卡尔多咖啡厅（盛美利亚酒店）,4.1分216条评论 雁塔区曲江新区曲江池西路1666号，盛美利亚酒店1楼（大唐芙蓉园南门）人均￥197
年代陕北,4.1分283条评论 雁塔区芙蓉西路90号（大唐芙蓉园西门南对面）人均￥54
秦八百里陕菜（龙湖星悦荟购物中心店）,3.9分423条评论 雁塔区新开门北路888号龙湖星悦荟购物中心3层人均￥33
奈九居酒屋（高新总店）,4分663条评论 雁塔区科技路50号金桥国际广场1层（星巴克，东东包）人均￥105
旺客基黄焖鸡米饭（西大街店）,4分378条评论 莲湖区西安市莲湖区夏家十字小区柴家十字商业用房10号楼10120号人均￥17
大家烤羊庄（长安店）,4.5分81条评论 长安区滦镇上王村东五街（近环山路沣峪口转盘往东1.5公里）人均￥111
粥王府,4.1分3841条评论 莲湖区西关正街83号（西门外西行100米路北）人均￥47
皇品聚葫芦头,4.7分445条评论 雁塔区东仪路202号四十六中北隔壁人均￥30
香辣土豆片夹馍,4.9分2208条评论 莲湖区龙首北路龙首原十字东南角人人乐超市负一层潮尚美食广场内人均￥6
威尔佳酒店秦粤轩餐厅,4.9分160条评论 未央区朱宏路888号（鸵鸟王大厦向北50米路东）人均￥42
上座火锅（曲江店）,4.4分338条评论 雁塔区芙蓉南路芙蓉新天地3号楼4层（大唐芙蓉园南门对面）人均￥96
瑞成名仕酒店（丈八东路旗舰店）,4.5分53条评论 雁塔区丈八东路与东仪路十字西南角（近521医院）人均￥161
京御煌三汁焖锅（赛格国际店）,4.5分11743条评论 雁塔区长安中路123号赛格国际购物中心7层（与小寨东路交叉口东北角）人均￥72
外婆印象（西五路店）,4.3分489条评论 新城区西五路81号（省老干部活动中心一楼）人均￥43
回坊人家（自强西路店）,4.4分331条评论 莲湖区自强西路359号回坊人家（自强西路）人均￥29
Mercado Gran Cafe梅卡尔多咖啡厅（盛美利亚酒店）,4.1分216条评论 雁塔区曲江新区曲江池西路1666号，盛美利亚酒店1楼（大唐芙蓉园南门）人均￥197
年代陕北,4.1分283条评论 雁塔区芙蓉西路90号（大唐芙蓉园西门南对面）人均￥54
秦八百里陕菜（龙湖星悦荟购物中心店）,3.9分423条评论 雁塔区新开门北路888号龙湖星悦荟购物中心3层人均￥33
奈九居酒屋（高新总店）,4分663条评论 雁塔区科技路50号金桥国际广场1层（星巴克，东东包）人均￥105